kpi,descripcion,bloque,mes,valor,unidad,estado,umbral_objetivo,umbral_alerta,n_base,fecha_pico,hora_pico,dias_evaluados
KPI-04,Ahorro energetico DEMO,9.2,2026-06,2.9126213592232997,%,DEMO,3.1165048543689378,2.9126213592233,5.0,,,
KPI-04,Ahorro energetico DEMO,Ecovilla,2026-01,2.912621359223311,%,DEMO,,,0.0,,,
KPI-04,Ahorro energetico DEMO,Ecovilla,2026-02,2.9126213592232997,%,DEMO,,,1.0,,,
KPI-04,Ahorro energetico DEMO,Ecovilla,2026-03,2.912621359223311,%,DEMO,,,2.0,,,
KPI-04,Ahorro energetico DEMO,Ecovilla,2026-04,2.9126213592232997,%,DEMO,,,3.0,,,
KPI-04,Ahorro energetico DEMO,Ecovilla,2026-05,2.9126213592232997,%,DEMO,3.1165048543689364,2.912621359223299,4.0,,,
KPI-04,Ahorro energetico DEMO,Ecovilla,2026-06,2.912621359223311,%,DEMO,3.1165048543689355,2.912621359223298,5.0,,,
KPI-05,Emisiones CO2 (mensual),3,2026-01,0.00674688456383381,tCO2e,SIN_BASE,,,0.0,,,
KPI-05,Emisiones CO2 (mensual),3,2026-02,0.2901665996383202,tCO2e,SIN_BASE,,,1.0,,,
KPI-05,Emisiones CO2 (mensual),3,2026-03,0.31728716888027303,tCO2e,SIN_BASE,,,2.0,,,
KPI-05,Emisiones CO2 (mensual),3,2026-04,0.2890089200116714,tCO2e,SIN_BASE,,,3.0,,,
KPI-05,Emisiones CO2 (mensual),3,2026-05,0.36201910910095525,tCO2e,AVISO,0.20999622574437787,0.3724227603752664,4.0,,,
KPI-05,Emisiones CO2 (mensual),3,2026-06,0.07396798010908115,tCO2e,OK,0.23533253488827996,0.3938794957829598,5.0,,,
KPI-05,Emisiones CO2 (mensual),4,2026-01,0.042385845650750716,tCO2e,SIN_BASE,,,0.0,,,
KPI-05,Emisiones CO2 (mensual),4,2026-02,1.5720477071561485,tCO2e,SIN_BASE,,,1.0,,,
KPI-05,Emisiones CO2 (mensual),4,2026-03,1.4347491377045287,tCO2e,SIN_BASE,,,2.0,,,
KPI-05,Emisiones CO2 (mensual),4,2026-04,1.2148067148919488,tCO2e,SIN_BASE,,,3.0,,,
KPI-05,Emisiones CO2 (mensual),4,2026-05,1.515262321569177,tCO2e,AVISO,0.9913775367562851,1.7640875040362096,4.0,,,
KPI-05,Emisiones CO2 (mensual),4,2026-06,0.30687945872133937,tCO2e,OK,1.074940821216895,1.7929258500642975,5.0,,,
KPI-05,Emisiones CO2 (mensual),5,2026-01,0.04179092726423974,tCO2e,SIN_BASE,,,0.0,,,
KPI-05,Emisiones CO2 (mensual),5,2026-02,1.7693229666089536,tCO2e,SIN_BASE,,,1.0,,,
KPI-05,Emisiones CO2 (mensual),5,2026-03,1.618227369932101,tCO2e,SIN_BASE,,,2.0,,,
KPI-05,Emisiones CO2 (mensual),5,2026-04,1.7041219899518707,tCO2e,SIN_BASE,,,3.0,,,
KPI-05,Emisiones CO2 (mensual),5,2026-05,2.0558667969065616,tCO2e,AVISO,1.193530206498541,2.113392032862033,4.0,,,
KPI-05,Emisiones CO2 (mensual),5,2026-06,0.4241548226341657,tCO2e,OK,1.337215389423453,2.2353992054221243,5.0,,,
KPI-05,Emisiones CO2 (mensual),7,2026-01,0.11442617793162702,tCO2e,SIN_BASE,,,0.0,,,
KPI-05,Emisiones CO2 (mensual),7,2026-02,3.2967074117879935,tCO2e,SIN_BASE,,,1.0,,,
KPI-05,Emisiones CO2 (mensual),7,2026-03,3.2653482727686884,tCO2e,SIN_BASE,,,2.0,,,
KPI-05,Emisiones CO2 (mensual),7,2026-04,2.6613340042260942,tCO2e,SIN_BASE,,,3.0,,,
KPI-05,Emisiones CO2 (mensual),7,2026-05,3.7165939714285607,tCO2e,AVISO,2.1710421890110987,3.8430813608675116,4.0,,,
KPI-05,Emisiones CO2 (mensual),7,2026-06,0.6519539195138617,tCO2e,OK,2.428120229894591,4.056229558839427,5.0,,,
KPI-05,Emisiones CO2 (mensual),8,2026-01,0.04760626736137482,tCO2e,SIN_BASE,,,0.0,,,
KPI-05,Emisiones CO2 (mensual),8,2026-02,1.2773428139681036,tCO2e,SIN_BASE,,,1.0,,,
KPI-05,Emisiones CO2 (mensual),8,2026-03,1.373417894387671,tCO2e,SIN_BASE,,,2.0,,,
KPI-05,Emisiones CO2 (mensual),8,2026-04,1.3243583470793021,tCO2e,SIN_BASE,,,3.0,,,
KPI-05,Emisiones CO2 (mensual),8,2026-05,1.662022484880938,tCO2e,ALERTA,0.9352836375501749,1.6456013802688403,4.0,,,
KPI-05,Emisiones CO2 (mensual),8,2026-06,0.2861583665798102,tCO2e,OK,1.0573630922279944,1.7640699602752556,5.0,,,
KPI-05,Emisiones CO2 (mensual),10,2026-01,0.020130871107870704,tCO2e,SIN_BASE,,,0.0,,,
KPI-05,Emisiones CO2 (mensual),10,2026-02,0.9112735747955267,tCO2e,SIN_BASE,,,1.0,,,
KPI-05,Emisiones CO2 (mensual),10,2026-03,0.7786954553614335,tCO2e,SIN_BASE,,,2.0,,,
KPI-05,Emisiones CO2 (mensual),10,2026-04,0.7871790266839259,tCO2e,SIN_BASE,,,3.0,,,
KPI-05,Emisiones CO2 (mensual),10,2026-05,0.9402726523148901,tCO2e,AVISO,0.5806173507480858,1.0316450325147324,4.0,,,
KPI-05,Emisiones CO2 (mensual),10,2026-06,0.16461590672100052,tCO2e,OK,0.6393845939290382,1.0675112040913108,5.0,,,
KPI-05,Emisiones CO2 (mensual),12,2026-01,0.017040546256024827,tCO2e,SIN_BASE,,,0.0,,,
KPI-05,Emisiones CO2 (mensual),12,2026-02,0.5593428437058415,tCO2e,SIN_BASE,,,1.0,,,
KPI-05,Emisiones CO2 (mensual),12,2026-03,0.5317211520250709,tCO2e,SIN_BASE,,,2.0,,,
KPI-05,Emisiones CO2 (mensual),12,2026-04,0.46752313739278784,tCO2e,SIN_BASE,,,3.0,,,
KPI-05,Emisiones CO2 (mensual),12,2026-05,0.5410822101071792,tCO2e,AVISO,0.36633343545578606,0.6480783964266679,4.0,,,
KPI-05,Emisiones CO2 (mensual),12,2026-06,0.07718159792261206,tCO2e,OK,0.3937080394445642,0.6530906837556743,5.0,,,
KPI-05,Emisiones CO2 (mensual),15,2026-01,0.0,tCO2e,SIN_BASE,,,0.0,,,
KPI-05,Emisiones CO2 (mensual),15,2026-03,1.7587728853418094,tCO2e,SIN_BASE,,,1.0,,,
KPI-05,Emisiones CO2 (mensual),15,2026-04,1.7876151472246071,tCO2e,SIN_BASE,,,2.0,,,
KPI-05,Emisiones CO2 (mensual),15,2026-05,2.3467417538169553,tCO2e,SIN_BASE,,,3.0,,,
KPI-05,Emisiones CO2 (mensual),15,2026-06,0.4312900532797634,tCO2e,OK,1.3701526753341338,2.492072933090908,4.0,,,
KPI-05,Emisiones CO2 (mensual),17,2026-01,0.028383866095092886,tCO2e,SIN_BASE,,,0.0,,,
KPI-05,Emisiones CO2 (mensual),17,2026-02,0.45222599130145824,tCO2e,SIN_BASE,,,1.0,,,
KPI-05,Emisiones CO2 (mensual),17,2026-03,0.43695435598636684,tCO2e,SIN_BASE,,,2.0,,,
KPI-05,Emisiones CO2 (mensual),17,2026-04,0.375134299292585,tCO2e,SIN_BASE,,,3.0,,,
KPI-05,Emisiones CO2 (mensual),17,2026-05,0.5205350781283534,tCO2e,AVISO,0.3005524041970544,0.5225080854842712,4.0,,,
KPI-05,Emisiones CO2 (mensual),17,2026-06,0.07874450656298007,tCO2e,OK,0.33726144788951723,0.5565296721449288,5.0,,,
KPI-05,Emisiones CO2 (mensual),18,2026-01,0.07040014002741549,tCO2e,SIN_BASE,,,0.0,,,
KPI-05,Emisiones CO2 (mensual),18,2026-02,2.0649973486013957,tCO2e,SIN_BASE,,,1.0,,,
KPI-05,Emisiones CO2 (mensual),18,2026-03,2.146902183466823,tCO2e,SIN_BASE,,,2.0,,,
KPI-05,Emisiones CO2 (mensual),18,2026-04,2.0241841671871046,tCO2e,SIN_BASE,,,3.0,,,
KPI-05,Emisiones CO2 (mensual),18,2026-05,2.4004706501893103,tCO2e,AVISO,1.4662574926332368,2.5820638396384377,4.0,,,
KPI-05,Emisiones CO2 (mensual),18,2026-06,0.4293930712529711,tCO2e,OK,1.6194935350418012,2.686870776525499,5.0,,,
KPI-05,Emisiones CO2 (mensual),9.1,2026-01,0.08670308044506424,tCO2e,SIN_BASE,,,0.0,,,
KPI-05,Emisiones CO2 (mensual),9.1,2026-02,2.8593000885036064,tCO2e,SIN_BASE,,,1.0,,,
KPI-05,Emisiones CO2 (mensual),9.1,2026-03,2.656778117879612,tCO2e,SIN_BASE,,,2.0,,,
KPI-05,Emisiones CO2 (mensual),9.1,2026-04,2.297689243016665,tCO2e,SIN_BASE,,,3.0,,,
KPI-05,Emisiones CO2 (mensual),9.1,2026-05,2.374834159300376,tCO2e,AVISO,1.8368593981889503,3.2553001190826687,4.0,,,
KPI-05,Emisiones CO2 (mensual),9.1,2026-06,0.37064773384814287,tCO2e,OK,1.9112066721810301,3.178050278675559,5.0,,,
KPI-05,Emisiones CO2 (mensual),9.2,2026-01,0.05940555740073265,tCO2e,SIN_BASE,,,0.0,,,
KPI-05,Emisiones CO2 (mensual),9.2,2026-02,1.671162025272792,tCO2e,SIN_BASE,,,1.0,,,
KPI-05,Emisiones CO2 (mensual),9.2,2026-03,1.8288035646643377,tCO2e,SIN_BASE,,,2.0,,,
KPI-05,Emisiones CO2 (mensual),9.2,2026-04,1.5818455987405917,tCO2e,SIN_BASE,,,3.0,,,
KPI-05,Emisiones CO2 (mensual),9.2,2026-05,2.3088890038321277,tCO2e,ALERTA,1.1953328934632406,2.1089226466916644,4.0,,,
KPI-05,Emisiones CO2 (mensual),9.2,2026-06,0.3622986087580214,tCO2e,OK,1.385719669483368,2.3375503244644307,5.0,,,
KPI-05,Emisiones CO2 (mensual),Ecovilla,2026-01,0.0008999477742491034,tCO2e,SIN_BASE,,,0.0,,,
KPI-05,Emisiones CO2 (mensual),Ecovilla,2026-02,0.04451732116018666,tCO2e,SIN_BASE,,,1.0,,,
KPI-05,Emisiones CO2 (mensual),Ecovilla,2026-03,0.04634372424857782,tCO2e,SIN_BASE,,,2.0,,,
KPI-05,Emisiones CO2 (mensual),Ecovilla,2026-04,0.048677115046040796,tCO2e,SIN_BASE,,,3.0,,,
KPI-05,Emisiones CO2 (mensual),Ecovilla,2026-05,0.07101117210286258,tCO2e,ALERTA,0.03265186016325514,0.05797936552754575,4.0,,,
KPI-05,Emisiones CO2 (mensual),Ecovilla,2026-06,0.006425511036512175,tCO2e,OK,0.03932956614173655,0.06778608631986663,5.0,,,
KPI-06,"Performance Ratio FV (mensual, por planta)",FV_11C,2026-01,75.19485968431223,%,SIN_BASE,,,0.0,,,1.0
KPI-06,"Performance Ratio FV (mensual, por planta)",FV_11C,2026-02,75.56947249109585,%,SIN_BASE,,,1.0,,,24.0
KPI-06,"Performance Ratio FV (mensual, por planta)",FV_11C,2026-03,75.6219444809341,%,SIN_BASE,,,2.0,,,28.0
KPI-06,"Performance Ratio FV (mensual, por planta)",FV_11C,2026-04,78.10088937790857,%,SIN_BASE,,,3.0,,,23.0
KPI-06,"Performance Ratio FV (mensual, por planta)",FV_11C,2026-05,79.70268287145107,%,AVISO,81.45031691416209,74.78875808420776,4.0,,,30.0
KPI-06,"Performance Ratio FV (mensual, por planta)",FV_11C,2026-06,80.56597228743347,%,AVISO,82.2166276658202,74.86381422156627,5.0,,,28.0
KPI-06,"Performance Ratio FV (mensual, por planta)",FV_11C,2026-07,76.5819255428887,%,AVISO,82.88145477944248,75.12817378035805,6.0,,,25.0
KPI-06,"Performance Ratio FV (mensual, por planta)",FV_11C,2026-08,74.56963750186138,%,ALERTA,82.74734128679225,75.18025959065496,7.0,,,26.0
KPI-06,"Performance Ratio FV (mensual, por planta)",FV_11C,2026-09,75.2693696872341,%,AVISO,82.37761264181717,74.76783868188053,8.0,,,4.0
KPI-07,"Autosuficiencia solar (mensual, campus medido)",CAMPUS_MEDIDO,2026-02,3.180330337166165,%,SIN_BASE,,,0.0,,,
KPI-07,"Autosuficiencia solar (mensual, campus medido)",CAMPUS_MEDIDO,2026-03,3.0441029830156867,%,SIN_BASE,,,1.0,,,
KPI-07,"Autosuficiencia solar (mensual, campus medido)",CAMPUS_MEDIDO,2026-05,2.684211775890831,%,SIN_BASE,,,2.0,,,
KPI-08,Load Factor (mensual),3,2026-01,0.5604077562813993,adimensional,SIN_BASE,,,0.0,,,
KPI-08,Load Factor (mensual),3,2026-02,0.3700722183665803,adimensional,SIN_BASE,,,1.0,,,
KPI-08,Load Factor (mensual),3,2026-03,0.3138301689954267,adimensional,SIN_BASE,,,2.0,,,
KPI-08,Load Factor (mensual),3,2026-04,0.3761710906344082,adimensional,SIN_BASE,,,3.0,,,
KPI-08,Load Factor (mensual),3,2026-05,0.3144745167239171,adimensional,AVISO,0.4334787301693154,0.29785971181827775,4.0,,,
KPI-08,Load Factor (mensual),3,2026-06,0.4308160025872922,adimensional,OK,0.41408053071437056,0.2856404786316555,5.0,,,
KPI-08,Load Factor (mensual),4,2026-01,0.8099997344205044,adimensional,SIN_BASE,,,0.0,,,
KPI-08,Load Factor (mensual),4,2026-02,0.39957028092730207,adimensional,SIN_BASE,,,1.0,,,
KPI-08,Load Factor (mensual),4,2026-03,0.3540198514063165,adimensional,SIN_BASE,,,2.0,,,
KPI-08,Load Factor (mensual),4,2026-04,0.3954563658044153,adimensional,SIN_BASE,,,3.0,,,
KPI-08,Load Factor (mensual),4,2026-05,0.33625373681245124,adimensional,AVISO,0.524044867209409,0.27528060616398237,4.0,,,
KPI-08,Load Factor (mensual),4,2026-06,0.4735653417030487,adimensional,AVISO,0.49119419344539184,0.2610335074840935,5.0,,,
KPI-08,Load Factor (mensual),5,2026-01,0.7311103548488328,adimensional,SIN_BASE,,,0.0,,,
KPI-08,Load Factor (mensual),5,2026-02,0.37065172954080733,adimensional,SIN_BASE,,,1.0,,,
KPI-08,Load Factor (mensual),5,2026-03,0.3497439595585609,adimensional,SIN_BASE,,,2.0,,,
KPI-08,Load Factor (mensual),5,2026-04,0.3729850724073371,adimensional,SIN_BASE,,,3.0,,,
KPI-08,Load Factor (mensual),5,2026-05,0.3381652932777388,adimensional,AVISO,0.4880513736251065,0.27250016006632216,4.0,,,
KPI-08,Load Factor (mensual),5,2026-06,0.4387066300687747,adimensional,AVISO,0.4628084716615213,0.2649880237683333,5.0,,,
KPI-08,Load Factor (mensual),7,2026-01,0.8352360684545397,adimensional,SIN_BASE,,,0.0,,,
KPI-08,Load Factor (mensual),7,2026-02,0.6075050239652527,adimensional,SIN_BASE,,,1.0,,,
KPI-08,Load Factor (mensual),7,2026-03,0.6318134104841492,adimensional,SIN_BASE,,,2.0,,,
KPI-08,Load Factor (mensual),7,2026-04,0.5842038643709961,adimensional,SIN_BASE,,,3.0,,,
KPI-08,Load Factor (mensual),7,2026-05,0.5614015980012873,adimensional,AVISO,0.7112178632460459,0.5493423318954737,4.0,,,
KPI-08,Load Factor (mensual),7,2026-06,0.66262499672402,adimensional,AVISO,0.6891142325691121,0.5339755315810552,5.0,,,
KPI-08,Load Factor (mensual),8,2026-01,0.746120978948231,adimensional,SIN_BASE,,,0.0,,,
KPI-08,Load Factor (mensual),8,2026-02,0.3605181479348502,adimensional,SIN_BASE,,,1.0,,,
KPI-08,Load Factor (mensual),8,2026-03,0.3588280147091567,adimensional,SIN_BASE,,,2.0,,,
KPI-08,Load Factor (mensual),8,2026-04,0.37099499124075846,adimensional,SIN_BASE,,,3.0,,,
KPI-08,Load Factor (mensual),8,2026-05,0.36558159773610205,adimensional,AVISO,0.49125362053282656,0.26770290165840693,4.0,,,
KPI-08,Load Factor (mensual),8,2026-06,0.3906834869087141,adimensional,AVISO,0.47123735834178704,0.26944437539697036,5.0,,,
KPI-08,Load Factor (mensual),10,2026-01,0.35264970961488673,adimensional,SIN_BASE,,,0.0,,,
KPI-08,Load Factor (mensual),10,2026-02,0.3531076736433627,adimensional,SIN_BASE,,,1.0,,,
KPI-08,Load Factor (mensual),10,2026-03,0.2941404174889117,adimensional,SIN_BASE,,,2.0,,,
KPI-08,Load Factor (mensual),10,2026-04,0.3295572499946079,adimensional,SIN_BASE,,,3.0,,,
KPI-08,Load Factor (mensual),10,2026-05,0.3474908565010062,adimensional,AVISO,0.35562922607342323,0.30461050392092165,4.0,,,
KPI-08,Load Factor (mensual),10,2026-06,0.4808050508217956,adimensional,OK,0.35886642414995396,0.31042023428415094,5.0,,,
KPI-08,Load Factor (mensual),12,2026-01,0.5404773597622933,adimensional,SIN_BASE,,,0.0,,,
KPI-08,Load Factor (mensual),12,2026-02,0.40399941581321164,adimensional,SIN_BASE,,,1.0,,,
KPI-08,Load Factor (mensual),12,2026-03,0.4085776246886331,adimensional,SIN_BASE,,,2.0,,,
KPI-08,Load Factor (mensual),12,2026-04,0.41868386015330983,adimensional,SIN_BASE,,,3.0,,,
KPI-08,Load Factor (mensual),12,2026-05,0.34792064040803466,adimensional,ALERTA,0.4739399846616673,0.37761729152032336,4.0,,,
KPI-08,Load Factor (mensual),12,2026-06,0.4746893577048078,adimensional,OK,0.4536070047766533,0.353183714123833,5.0,,,
KPI-08,Load Factor (mensual),15,2026-01,1.0,adimensional,SIN_BASE,,,0.0,,,
KPI-08,Load Factor (mensual),15,2026-03,0.42926334597414023,adimensional,SIN_BASE,,,1.0,,,
KPI-08,Load Factor (mensual),15,2026-04,0.4417529595952604,adimensional,SIN_BASE,,,2.0,,,
KPI-08,Load Factor (mensual),15,2026-05,0.47780059304504185,adimensional,SIN_BASE,,,3.0,,,
KPI-08,Load Factor (mensual),15,2026-06,0.5419407592388306,adimensional,AVISO,0.6283085203793635,0.31123870843942386,4.0,,,
KPI-08,Load Factor (mensual),17,2026-01,0.6601066450206852,adimensional,SIN_BASE,,,0.0,,,
KPI-08,Load Factor (mensual),17,2026-02,0.4127959087614101,adimensional,SIN_BASE,,,1.0,,,
KPI-08,Load Factor (mensual),17,2026-03,0.4169596751491905,adimensional,SIN_BASE,,,2.0,,,
KPI-08,Load Factor (mensual),17,2026-04,0.3972055778635387,adimensional,SIN_BASE,,,3.0,,,
KPI-08,Load Factor (mensual),17,2026-05,0.44858716680870325,adimensional,AVISO,0.5047906383176156,0.34591961029294815,4.0,,,
KPI-08,Load Factor (mensual),17,2026-06,0.5523502916861903,adimensional,OK,0.499830164351155,0.357652113242667,5.0,,,
KPI-08,Load Factor (mensual),18,2026-01,0.428750133838869,adimensional,SIN_BASE,,,0.0,,,
KPI-08,Load Factor (mensual),18,2026-02,0.4406203330495742,adimensional,SIN_BASE,,,1.0,,,
KPI-08,Load Factor (mensual),18,2026-03,0.44439004835998874,adimensional,SIN_BASE,,,2.0,,,
KPI-08,Load Factor (mensual),18,2026-04,0.4643293355689064,adimensional,SIN_BASE,,,3.0,,,
KPI-08,Load Factor (mensual),18,2026-05,0.46803188790905653,adimensional,AVISO,0.47563903509363803,0.4297314438086797,4.0,,,
KPI-08,Load Factor (mensual),18,2026-06,0.558898055564186,adimensional,OK,0.4806700520874485,0.43265270646657644,5.0,,,
KPI-08,Load Factor (mensual),9.1,2026-01,0.6793618397839122,adimensional,SIN_BASE,,,0.0,,,
KPI-08,Load Factor (mensual),9.1,2026-02,0.5159817509940308,adimensional,SIN_BASE,,,1.0,,,
KPI-08,Load Factor (mensual),9.1,2026-03,0.48652033923662813,adimensional,SIN_BASE,,,2.0,,,
KPI-08,Load Factor (mensual),9.1,2026-04,0.4907571854673961,adimensional,SIN_BASE,,,3.0,,,
KPI-08,Load Factor (mensual),9.1,2026-05,0.44837711374143485,adimensional,ALERTA,0.5811761483914262,0.451424323657752,4.0,,,
KPI-08,Load Factor (mensual),9.1,2026-06,0.7477452668075909,adimensional,OK,0.5608936210538081,0.43415795425002307,5.0,,,
KPI-08,Load Factor (mensual),9.2,2026-01,0.5907931392379873,adimensional,SIN_BASE,,,0.0,,,
KPI-08,Load Factor (mensual),9.2,2026-02,0.30515269812277357,adimensional,SIN_BASE,,,1.0,,,
KPI-08,Load Factor (mensual),9.2,2026-03,0.3373846686727216,adimensional,SIN_BASE,,,2.0,,,
KPI-08,Load Factor (mensual),9.2,2026-04,0.2857134462701748,adimensional,SIN_BASE,,,3.0,,,
KPI-08,Load Factor (mensual),9.2,2026-05,0.24699432014784722,adimensional,AVISO,0.4063442572412283,0.2374682635960735,4.0,,,
KPI-08,Load Factor (mensual),9.2,2026-06,0.5039583150608915,adimensional,OK,0.377932190304622,0.21642018356380763,5.0,,,
KPI-08,Load Factor (mensual),Ecovilla,2026-01,0.638191221085227,adimensional,SIN_BASE,,,0.0,,,
KPI-08,Load Factor (mensual),Ecovilla,2026-02,0.14141590007101978,adimensional,SIN_BASE,,,1.0,,,
KPI-08,Load Factor (mensual),Ecovilla,2026-03,0.13026195422237813,adimensional,SIN_BASE,,,2.0,,,
KPI-08,Load Factor (mensual),Ecovilla,2026-04,0.17031908982038305,adimensional,SIN_BASE,,,3.0,,,
KPI-08,Load Factor (mensual),Ecovilla,2026-05,0.1714319312018325,adimensional,AVISO,0.2889503341907346,0.024037798601280386,4.0,,,
KPI-08,Load Factor (mensual),Ecovilla,2026-06,0.26454214425495876,adimensional,AVISO,0.26784670062977983,0.03275702130544858,5.0,,,
KPI-09,ICNO consumo no-op (mensual),3,2026-01,23.64,%,SIN_BASE,,,0.0,,,
KPI-09,ICNO consumo no-op (mensual),3,2026-02,15.98,%,SIN_BASE,,,1.0,,,
KPI-09,ICNO consumo no-op (mensual),3,2026-03,15.95,%,SIN_BASE,,,2.0,,,
KPI-09,ICNO consumo no-op (mensual),3,2026-04,16.38,%,SIN_BASE,,,3.0,,,
KPI-09,ICNO consumo no-op (mensual),3,2026-05,12.92,%,OK,16.728375,21.760927928731824,4.0,,,
KPI-09,ICNO consumo no-op (mensual),3,2026-06,30.9,%,ALERTA,15.78582,20.95080525044916,5.0,,,
KPI-09,ICNO consumo no-op (mensual),4,2026-01,31.36,%,SIN_BASE,,,0.0,,,
KPI-09,ICNO consumo no-op (mensual),4,2026-02,22.71,%,SIN_BASE,,,1.0,,,
KPI-09,ICNO consumo no-op (mensual),4,2026-03,22.69,%,SIN_BASE,,,2.0,,,
KPI-09,ICNO consumo no-op (mensual),4,2026-04,22.98,%,SIN_BASE,,,3.0,,,
KPI-09,ICNO consumo no-op (mensual),4,2026-05,21.29,%,OK,23.18955,29.220374351597926,4.0,,,
KPI-09,ICNO consumo no-op (mensual),4,2026-06,34.73,%,ALERTA,22.51158,28.259459016691792,5.0,,,
KPI-09,ICNO consumo no-op (mensual),5,2026-01,29.88,%,SIN_BASE,,,0.0,,,
KPI-09,ICNO consumo no-op (mensual),5,2026-02,18.7,%,SIN_BASE,,,1.0,,,
KPI-09,ICNO consumo no-op (mensual),5,2026-03,15.21,%,SIN_BASE,,,2.0,,,
KPI-09,ICNO consumo no-op (mensual),5,2026-04,22.45,%,SIN_BASE,,,3.0,,,
KPI-09,ICNO consumo no-op (mensual),5,2026-05,16.39,%,OK,20.0508,27.845342737936676,4.0,,,
KPI-09,ICNO consumo no-op (mensual),5,2026-06,32.88,%,ALERTA,19.08918,26.439960601830215,5.0,,,
KPI-09,ICNO consumo no-op (mensual),7,2026-01,33.03,%,SIN_BASE,,,0.0,,,
KPI-09,ICNO consumo no-op (mensual),7,2026-02,29.49,%,SIN_BASE,,,1.0,,,
KPI-09,ICNO consumo no-op (mensual),7,2026-03,29.7,%,SIN_BASE,,,2.0,,,
KPI-09,ICNO consumo no-op (mensual),7,2026-04,28.84,%,SIN_BASE,,,3.0,,,
KPI-09,ICNO consumo no-op (mensual),7,2026-05,27.1,%,OK,28.146449999999998,32.144334988765976,4.0,,,
KPI-09,ICNO consumo no-op (mensual),7,2026-06,41.39,%,ALERTA,27.557759999999995,31.78893532587326,5.0,,,
KPI-09,ICNO consumo no-op (mensual),8,2026-01,27.33,%,SIN_BASE,,,0.0,,,
KPI-09,ICNO consumo no-op (mensual),8,2026-02,22.77,%,SIN_BASE,,,1.0,,,
KPI-09,ICNO consumo no-op (mensual),8,2026-03,23.57,%,SIN_BASE,,,2.0,,,
KPI-09,ICNO consumo no-op (mensual),8,2026-04,23.26,%,SIN_BASE,,,3.0,,,
KPI-09,ICNO consumo no-op (mensual),8,2026-05,22.58,%,AVISO,22.536225,26.323598196323324,4.0,,,
KPI-09,ICNO consumo no-op (mensual),8,2026-06,37.04,%,ALERTA,22.228859999999997,25.857932002908072,5.0,,,
KPI-09,ICNO consumo no-op (mensual),10,2026-01,24.04,%,SIN_BASE,,,0.0,,,
KPI-09,ICNO consumo no-op (mensual),10,2026-02,21.9,%,SIN_BASE,,,1.0,,,
KPI-09,ICNO consumo no-op (mensual),10,2026-03,21.43,%,SIN_BASE,,,2.0,,,
KPI-09,ICNO consumo no-op (mensual),10,2026-04,22.49,%,SIN_BASE,,,3.0,,,
KPI-09,ICNO consumo no-op (mensual),10,2026-05,17.52,%,OK,20.89245,23.6010311028606,4.0,,,
KPI-09,ICNO consumo no-op (mensual),10,2026-06,32.66,%,ALERTA,19.972679999999997,23.896440042636875,5.0,,,
KPI-09,ICNO consumo no-op (mensual),12,2026-01,27.55,%,SIN_BASE,,,0.0,,,
KPI-09,ICNO consumo no-op (mensual),12,2026-02,16.41,%,SIN_BASE,,,1.0,,,
KPI-09,ICNO consumo no-op (mensual),12,2026-03,15.91,%,SIN_BASE,,,2.0,,,
KPI-09,ICNO consumo no-op (mensual),12,2026-04,14.82,%,SIN_BASE,,,3.0,,,
KPI-09,ICNO consumo no-op (mensual),12,2026-05,12.88,%,OK,17.365425,24.62794778613106,4.0,,,
KPI-09,ICNO consumo no-op (mensual),12,2026-06,30.6,%,ALERTA,16.288020000000003,23.285579506512928,5.0,,,
KPI-09,ICNO consumo no-op (mensual),15,2026-01,,%,SIN_BASE,,,0.0,,,
KPI-09,ICNO consumo no-op (mensual),15,2026-03,16.93,%,SIN_BASE,,,0.0,,,
KPI-09,ICNO consumo no-op (mensual),15,2026-04,16.94,%,SIN_BASE,,,1.0,,,
KPI-09,ICNO consumo no-op (mensual),15,2026-05,17.64,%,SIN_BASE,,,2.0,,,
KPI-09,ICNO consumo no-op (mensual),15,2026-06,31.88,%,SIN_BASE,,,3.0,,,
KPI-09,ICNO consumo no-op (mensual),17,2026-01,29.77,%,SIN_BASE,,,0.0,,,
KPI-09,ICNO consumo no-op (mensual),17,2026-02,23.92,%,SIN_BASE,,,1.0,,,
KPI-09,ICNO consumo no-op (mensual),17,2026-03,24.0,%,SIN_BASE,,,2.0,,,
KPI-09,ICNO consumo no-op (mensual),17,2026-04,24.46,%,SIN_BASE,,,3.0,,,
KPI-09,ICNO consumo no-op (mensual),17,2026-05,24.4,%,AVISO,23.749875,28.369182362130328,4.0,,,
KPI-09,ICNO consumo no-op (mensual),17,2026-06,38.37,%,ALERTA,23.538299999999996,27.814515921290976,5.0,,,
KPI-09,ICNO consumo no-op (mensual),18,2026-01,34.01,%,SIN_BASE,,,0.0,,,
KPI-09,ICNO consumo no-op (mensual),18,2026-02,25.49,%,SIN_BASE,,,1.0,,,
KPI-09,ICNO consumo no-op (mensual),18,2026-03,24.04,%,SIN_BASE,,,2.0,,,
KPI-09,ICNO consumo no-op (mensual),18,2026-04,24.47,%,SIN_BASE,,,3.0,,,
KPI-09,ICNO consumo no-op (mensual),18,2026-05,23.72,%,OK,25.112324999999995,31.713574718150838,4.0,,,
KPI-09,ICNO consumo no-op (mensual),18,2026-06,39.92,%,ALERTA,24.501779999999997,30.681969326459768,5.0,,,
KPI-09,ICNO consumo no-op (mensual),9.1,2026-01,30.77,%,SIN_BASE,,,0.0,,,
